2 0 760 33801 1 0 0 4 4 760 0 1931 0 98059 47 -122 1100 39504
4 3 3520 19354 1 0 2 4 9 2010 1510 1978 0 98006 47 -122 2630 19354
4 2 3330 21785 2 0 0 3 9 3330 0 1994 0 98059 47 -122 3330 21796
2 1 590 6138 1 0 0 2 5 590 0 1947 0 98118 47 -122 1360 7112
3 1 1480 2700 1 0 0 3 7 1480 0 1928 0 98112 47 -122 1970 4200
2 2 2310 3313 2 0 0 3 9 2310 0 2006 0 98119 47 -122 2700 5670
3 1 840 8400 1 0 0 3 6 840 0 1959 0 98023 47 -122 1030 8640
3 1 1430 8861 1 0 0 3 7 1430 0 1956 0 98188 47 -122 1080 9425
3 1 1050 6874 1 0 0 3 6 1050 0 1954 0 98133 47 -122 1500 8954
4 2 3130 13202 2 0 0 3 10 3130 0 1996 0 98075 47 -121 2840 10470
5 3 3900 5250 1 0 1 5 8 2620 1280 1931 0 98116 47 -122 1950 5700
3 2 2979 17313 2 0 2 3 11 2979 0 1993 0 98006 47 -122 3890 14797
4 2 2890 18226 3 1 4 3 10 2890 0 1984 0 98056 47 -122 2870 11151
4 3 2050 4000 2 0 0 3 8 2050 0 2014 0 98001 47 -122 2050 4000
3 2 3150 5520 1 0 0 4 8 2130 1020 1925 0 98112 47 -122 3160 6200
3 1 1250 53143 1 0 0 5 6 1250 0 1945 0 98038 47 -122 1820 217800
3 2 2783 11177 2 0 0 3 8 2783 0 1910 1999 98126 47 -122 1730 8018
5 2 3370 8113 2 0 0 3 9 3370 0 2005 0 98004 47 -122 2470 8113
2 2 1030 21712 1 0 0 4 6 1030 0 1938 0 98168 47 -122 1790 9199
3 2 1570 1433 3 0 0 3 8 1570 0 2010 0 98103 47 -122 1570 2652
4 2 2160 9525 1 0 0 3 8 1080 1080 1961 0 98040 47 -122 2780 9525
3 1 1620 12825 1 0 0 3 8 1340 280 1962 0 98003 47 -122 2076 11200
3 2 1510 1493 3 0 0 3 8 1510 0 2014 0 98107 47 -122 1530 1357
3 2 1650 3711 2 0 0 3 8 1650 0 1996 0 98052 47 -122 1760 3762
4 3 3810 9792 2 0 0 3 9 3810 0 1938 2013 98146 47 -122 1950 9792
2 1 850 6000 1 0 0 3 6 850 0 1924 0 98178 47 -122 1100 6000
3 2 1940 40588 1 0 0 3 7 1940 0 2000 0 98058 47 -122 1860 9657
4 3 3010 174240 2 0 0 3 9 3010 0 2004 0 98045 47 -121 2720 247856
3 1 1500 10227 1 0 0 4 7 1000 500 1945 0 98022 47 -121 1490 7670
2 2 1410 12282 1 0 0 5 8 1410 0 1909 1988 98024 47 -121 1410 8931
4 1 2340 5000 2 0 0 3 8 2100 240 1912 0 98122 47 -122 2320 5500
3 2 1480 7480 1 0 0 4 7 1480 0 1992 0 98038 47 -122 1680 7146
4 2 2160 6300 1 0 1 4 8 2160 0 1928 0 98116 47 -122 1980 5152
4 2 2500 8282 2 0 0 3 9 2500 0 2013 0 98056 47 -122 2500 8046
3 1 1240 4080 1 0 0 3 7 1240 0 1925 0 98103 47 -122 2060 4080
4 2 2240 5105 2 0 0 4 8 2240 0 2002 0 98042 47 -122 1920 5288
3 2 2290 5089 2 0 0 3 9 2290 0 2001 0 98006 47 -122 2290 7984
3 1 1530 6372 1 0 0 3 7 1210 320 1962 0 98118 47 -122 1960 6426
3 3 1730 1442 2 0 0 3 8 1440 290 2008 0 98106 47 -122 1370 1524
2 2 3950 3938 2 0 4 3 10 2910 1040 1991 0 98116 47 -122 3220 4500
3 1 1380 4290 1 0 0 3 7 1080 300 1955 0 98107 47 -122 1510 3900
3 2 1980 11900 2 0 0 3 8 1980 0 1990 0 98092 47 -122 2130 9933
3 1 1090 17630 1 0 0 4 7 1090 0 1962 0 98002 47 -122 1300 12000
4 2 2060 10070 2 0 0 3 7 2060 0 1975 0 98034 47 -122 2060 8155
3 2 2040 4348 2 0 0 4 8 2040 0 2006 0 98038 47 -121 2380 4348
3 1 1660 5987 1 0 0 3 7 960 700 1982 0 98146 47 -122 1510 6000
2 1 1120 7797 1 0 0 3 6 1120 0 1948 0 98055 47 -122 2180 7200
3 2 1333 1470 3 0 3 3 7 1333 0 2009 0 98125 47 -122 1360 1680
5 3 1940 6355 1 0 0 3 8 1200 740 2007 0 98168 47 -122 1940 5033
3 1 1290 3870 1 0 0 5 7 1290 0 1916 0 98144 47 -122 2020 5850
3 1 1370 8467 1 0 0 4 7 970 400 1972 0 98052 47 -122 1650 8472
4 1 2320 5595 1 0 0 3 7 1510 810 1956 0 98199 47 -122 1840 5596
3 1 2040 22693 1 0 0 4 8 2040 0 1980 0 98042 47 -122 1950 6280
3 2 1010 2820 1 0 0 3 7 1010 0 1905 0 98122 47 -122 1330 3000
3 1 1000 14061 1 0 0 4 7 1000 0 1967 0 98072 47 -122 1260 12635
2 2 1470 3128 2 0 0 3 6 1470 0 2005 0 98038 47 -122 1180 2576
3 2 1650 3436 2 0 0 3 7 1650 0 2003 0 98053 47 -122 1680 3446
4 1 2430 5481 1 0 0 3 8 1430 1000 1953 0 98108 47 -122 2050 5508
2 1 1130 2640 1 0 0 4 8 1130 0 1927 0 98109 47 -122 1680 3200
